Input ID	IDsource	Output ID	source of the output ID
C15614	KEGG	44263831	PubChem Compound
C15615	KEGG	5376891	PubChem Compound
C15616	KEGG	638006	PubChem Compound
C15617	KEGG	5694	PubChem Compound
C15618	KEGG	9862248	PubChem Compound
C15619	KEGG	2126	PubChem Compound
C15620	KEGG	11954219	PubChem Compound
C15622	KEGG	3392731	PubChem Compound
C15623	KEGG	446642	PubChem Compound
C15624	KEGG	1517	PubChem Compound
C15625	KEGG	9934458	PubChem Compound
C15626	KEGG	6518171	PubChem Compound
C15627	KEGG	644213	PubChem Compound
C15628	KEGG	446313	PubChem Compound
C15629	KEGG	5487510	PubChem Compound
C15630	KEGG	447912	PubChem Compound
C15631	KEGG	447905	PubChem Compound
C15632	KEGG	3247059	PubChem Compound
C15633	KEGG	10525982	PubChem Compound
C15634	KEGG	5289501	PubChem Compound
C15635	KEGG	9893571	PubChem Compound
C15636	KEGG	447715	PubChem Compound
C15637	KEGG	15032	PubChem Compound
C15638	KEGG	449196	PubChem Compound
C15639	KEGG	9600409	PubChem Compound
C15640	KEGG	3922	PubChem Compound
C15641	KEGG	6918788	PubChem Compound
C15642	KEGG	5331325	PubChem Compound
C15643	KEGG	5743	PubChem Compound
C15644	KEGG	9842758	PubChem Compound
C15648	KEGG	73983	PubChem Compound
C15649	KEGG	5326713	PubChem Compound
C15650	KEGG	561	PubChem Compound
C15651	KEGG	5462148	PubChem Compound
C15652	KEGG	456194	PubChem Compound
C15654	KEGG	65004	PubChem Compound
C15655	KEGG	60927	PubChem Compound
C15657	KEGG	461204	PubChem Compound
C15658	KEGG	445937	PubChem Compound
C15659	KEGG	200104	PubChem Compound
C15660	KEGG	64999	PubChem Compound
C15661	KEGG	461207	PubChem Compound
C15662	KEGG	72404	PubChem Compound
C15663	KEGG	3035162	PubChem Compound
C15664	KEGG	128828	PubChem Compound
C15665	KEGG	127803	PubChem Compound
C15666	KEGG	446570	PubChem Compound
C15667	KEGG	23657851	PubChem Compound
C15668	KEGG	79803	PubChem Compound
C15669	KEGG	16185349	PubChem Compound
C15670	KEGG	46173807	PubChem Compound
C15672	KEGG	15719509	PubChem Compound
C15673	KEGG	102424	PubChem Compound
C15674	KEGG	10972974	PubChem Compound
C15675	KEGG	9848925	PubChem Compound
C15676	KEGG	23724535	PubChem Compound
C15677	KEGG	9849230	PubChem Compound
C15678	KEGG	49787021	PubChem Compound
C15679	KEGG	15560071	PubChem Compound
C15680	KEGG	49787022	PubChem Compound
C15681	KEGG	23724536	PubChem Compound
C15682	KEGG	23724537	PubChem Compound
C15683	KEGG	13121618	PubChem Compound
C15684	KEGG	15056855	PubChem Compound
C15685	KEGG	9975065	PubChem Compound
C15686	KEGG	23724538	PubChem Compound
C15687	KEGG	23724539	PubChem Compound
C15688	KEGG	6438888	PubChem Compound
C15689	KEGG	6569946	PubChem Compound
C15690	KEGG	3085092	PubChem Compound
C15691	KEGG	23724540	PubChem Compound
C15692	KEGG	23724541	PubChem Compound
C15693	KEGG	11465376	PubChem Compound
C15694	KEGG	9891226	PubChem Compound
C15695	KEGG	23724542	PubChem Compound
C15696	KEGG	23724543	PubChem Compound
C15697	KEGG	10796211	PubChem Compound
C15698	KEGG	10819955	PubChem Compound
C15699	KEGG	20841830	PubChem Compound
C15700	KEGG	23724544	PubChem Compound
C15701	KEGG	23724545	PubChem Compound
C15702	KEGG	12134544	PubChem Compound
C15703	KEGG	12134545	PubChem Compound
C15704	KEGG	12134546	PubChem Compound
C15705	KEGG	12134547	PubChem Compound
C15706	KEGG	23724546	PubChem Compound
C15707	KEGG	23724547	PubChem Compound
C15708	KEGG	23724548	PubChem Compound
C15709	KEGG	23724549	PubChem Compound
C15710	KEGG	11497184	PubChem Compound
C15711	KEGG	16134543	PubChem Compound
C15712	KEGG	5470965	PubChem Compound
C15713	KEGG	14217092	PubChem Compound
C15714	KEGG	23724551	PubChem Compound
C15715	KEGG	23724552	PubChem Compound
C15716	KEGG	23724553	PubChem Compound
C15717	KEGG	23724554	PubChem Compound
C15718	KEGG	23724555	PubChem Compound
C15719	KEGG	3247071	PubChem Compound
C15720	KEGG	3979	PubChem Compound
C15721	KEGG	6857733	PubChem Compound
C15722	KEGG	23724556	PubChem Compound
C15723	KEGG	10652683	PubChem Compound
C15724	KEGG	10509499	PubChem Compound
C15725	KEGG	11803469	PubChem Compound
C15726	KEGG	44474866	PubChem Compound
C15727	KEGG	485475	PubChem Compound
C15728	KEGG	21594703	PubChem Compound
C15729	KEGG	10795654	PubChem Compound
C15730	KEGG	10676972	PubChem Compound
C15731	KEGG	10748075	PubChem Compound
C15732	KEGG	10843143	PubChem Compound
C15733	KEGG	10818425	PubChem Compound
C15734	KEGG	157454	PubChem Compound
C15735	KEGG	9767970	PubChem Compound
C15736	KEGG	9767971	PubChem Compound
C15737	KEGG	149086	PubChem Compound
C15738	KEGG	163527	PubChem Compound
C15739	KEGG	159587	PubChem Compound
C15740	KEGG	164754	PubChem Compound
C15741	KEGG	16147920	PubChem Compound
C15742	KEGG	23724557	PubChem Compound
C15743	KEGG	23724558	PubChem Compound
C15744	KEGG	23724559	PubChem Compound
C15745	KEGG	23724560	PubChem Compound
C15746	KEGG	23724561	PubChem Compound
C15747	KEGG	23724562	PubChem Compound
C15748	KEGG	23724563	PubChem Compound
C15749	KEGG	23724564	PubChem Compound
C15750	KEGG	23724565	PubChem Compound
C15751	KEGG	494023	PubChem Compound
C15752	KEGG	23724566	PubChem Compound
C15753	KEGG	23724567	PubChem Compound
C15754	KEGG	23724568	PubChem Compound
C15755	KEGG	3084480	PubChem Compound
C15756	KEGG	9960754	PubChem Compound
C15757	KEGG	3010886	PubChem Compound
C15758	KEGG	6440871	PubChem Compound
C15759	KEGG	98033	PubChem Compound
C15760	KEGG	5381287	PubChem Compound
C15761	KEGG	23724569	PubChem Compound
C15762	KEGG	23426006	PubChem Compound
C15763	KEGG	6857738	PubChem Compound
C15764	KEGG	149075	PubChem Compound
C15765	KEGG	114969	PubChem Compound
C15766	KEGG	10259958	PubChem Compound
C15767	KEGG	23724570	PubChem Compound
C15769	KEGG	322636	PubChem Compound
C15770	KEGG	28495	PubChem Compound
C15771	KEGG	10965465	PubChem Compound
C15772	KEGG	5316752	PubChem Compound
C15776	KEGG	193524	PubChem Compound
C15777	KEGG	23724571	PubChem Compound
C15778	KEGG	46173808	PubChem Compound
C15780	KEGG	10894570	PubChem Compound
C15781	KEGG	53297366	PubChem Compound
C15782	KEGG	12795736	PubChem Compound
C15783	KEGG	23724575	PubChem Compound
C15784	KEGG	11988278	PubChem Compound
C15785	KEGG	11988279	PubChem Compound
C15786	KEGG	23724578	PubChem Compound
C15787	KEGG	23724579	PubChem Compound
C15788	KEGG	23724580	PubChem Compound
C15789	KEGG	23724581	PubChem Compound
C15790	KEGG	23724582	PubChem Compound
C15791	KEGG	23724583	PubChem Compound
C15792	KEGG	23724584	PubChem Compound
C15793	KEGG	23724585	PubChem Compound
C15794	KEGG	23724586	PubChem Compound
C15795	KEGG	23724587	PubChem Compound
C15796	KEGG	23724588	PubChem Compound
C15797	KEGG	23724589	PubChem Compound
C15798	KEGG	23724590	PubChem Compound
C15799	KEGG	23724591	PubChem Compound
C15800	KEGG	23724592	PubChem Compound
C15801	KEGG	23724593	PubChem Compound
C15802	KEGG	23724594	PubChem Compound
C15803	KEGG	23724595	PubChem Compound
C15808	KEGG	23724596	PubChem Compound
C15809	KEGG	3080609	PubChem Compound
C15816	KEGG	23724597	PubChem Compound
C15817	KEGG	46173809	PubChem Compound
C15818	KEGG	49787023	PubChem Compound
C15819	KEGG	23666118	PubChem Compound
C15820	KEGG	16154789	PubChem Compound
C15821	KEGG	6440843	PubChem Compound
C15822	KEGG	49787024	PubChem Compound
C15823	KEGG	49787025	PubChem Compound
C15824	KEGG	49787026	PubChem Compound
C15834	KEGG	15713577	PubChem Compound
C15842	KEGG	54723870	PubChem Compound
C15844	KEGG	49787028	PubChem Compound
C15846	KEGG	15940571	PubChem Compound
C15847	KEGG	9854219	PubChem Compound
C15850	KEGG	123805	PubChem Compound
C15853	KEGG	23657850	PubChem Compound
C15857	KEGG	6440490	PubChem Compound
C15858	KEGG	10918539	PubChem Compound
C15859	KEGG	14730337	PubChem Compound
C15860	KEGG	23724599	PubChem Compound
C15861	KEGG	23724600	PubChem Compound
C15867	KEGG	16061227	PubChem Compound
C15874	KEGG	16061249	PubChem Compound
C15877	KEGG	5368308	PubChem Compound
C15878	KEGG	5366505	PubChem Compound
C15879	KEGG	5366504	PubChem Compound
C15881	KEGG	5366506	PubChem Compound
C15882	KEGG	23724601	PubChem Compound
C15883	KEGG	23724602	PubChem Compound
C15884	KEGG	16061269	PubChem Compound
C15885	KEGG	5366509	PubChem Compound
C15886	KEGG	16061256	PubChem Compound
C15887	KEGG	16061257	PubChem Compound
C15888	KEGG	5366411	PubChem Compound
C15892	KEGG	9915740	PubChem Compound
C15895	KEGG	16061265	PubChem Compound
C15898	KEGG	16061251	PubChem Compound
C15900	KEGG	6368932	PubChem Compound
C15902	KEGG	16061266	PubChem Compound
C15903	KEGG	5366412	PubChem Compound
C15905	KEGG	16061267	PubChem Compound
C15907	KEGG	16061276	PubChem Compound
C15908	KEGG	10098570	PubChem Compound
C15910	KEGG	10007317	PubChem Compound
C15911	KEGG	10099075	PubChem Compound
C15914	KEGG	23724603	PubChem Compound
C15915	KEGG	23724604	PubChem Compound
C15919	KEGG	16061290	PubChem Compound
C15923	KEGG	10130220	PubChem Compound
C15924	KEGG	23724605	PubChem Compound
C15925	KEGG	23724606	PubChem Compound
C15926	KEGG	23724607	PubChem Compound
C15927	KEGG	5491285	PubChem Compound
C15928	KEGG	16061238	PubChem Compound
C15930	KEGG	12310779	PubChem Compound
C15932	KEGG	23724608	PubChem Compound
C15933	KEGG	16061292	PubChem Compound
C15935	KEGG	23724609	PubChem Compound
C15937	KEGG	23724610	PubChem Compound
C15940	KEGG	23724611	PubChem Compound
C15941	KEGG	23724612	PubChem Compound
C15942	KEGG	23724613	PubChem Compound
C15943	KEGG	9984420	PubChem Compound
C15952	KEGG	23724614	PubChem Compound
C15954	KEGG	23724615	PubChem Compound
C15955	KEGG	23724616	PubChem Compound
C15956	KEGG	23724617	PubChem Compound
C15957	KEGG	23724618	PubChem Compound
C15958	KEGG	23724619	PubChem Compound
C15959	KEGG	23724620	PubChem Compound
C15963	KEGG	23724621	PubChem Compound
C15964	KEGG	23724622	PubChem Compound
C15965	KEGG	16061233	PubChem Compound
C15966	KEGG	16061232	PubChem Compound
C15967	KEGG	16061231	PubChem Compound
C15968	KEGG	16061189	PubChem Compound
C15969	KEGG	10533723	PubChem Compound
C15970	KEGG	46173811	PubChem Compound
C15971	KEGG	11988272	PubChem Compound
C15974	KEGG	23724625	PubChem Compound
C15976	KEGG	23724626	PubChem Compound
C15978	KEGG	23724627	PubChem Compound
C15980	KEGG	71448903	PubChem Compound
C15981	KEGG	23724629	PubChem Compound
C15982	KEGG	23724630	PubChem Compound
C15983	KEGG	23724631	PubChem Compound
C15984	KEGG	23724632	PubChem Compound
C15985	KEGG	15942893	PubChem Compound
C15986	KEGG	54723871	PubChem Compound
C15987	KEGG	70703	PubChem Compound
C15988	KEGG	12235230	PubChem Compound
C15989	KEGG	23724633	PubChem Compound
C15990	KEGG	439468	PubChem Compound
C15991	KEGG	482	PubChem Compound
C15992	KEGG	227037	PubChem Compound
C15996	KEGG	446357	PubChem Compound
C15997	KEGG	2723920	PubChem Compound
C15998	KEGG	10062737	PubChem Compound
C15999	KEGG	10909908	PubChem Compound
C16001	KEGG	5360531	PubChem Compound
C16008	KEGG	123643	PubChem Compound
C16014	KEGG	98511	PubChem Compound
C16015	KEGG	853019	PubChem Compound
C16028	KEGG	11052747	PubChem Compound
C16038	KEGG	1530	PubChem Compound
C16069	KEGG	656446	PubChem Compound
C16070	KEGG	5461149	PubChem Compound
C16071	KEGG	11026517	PubChem Compound
C16074	KEGG	8794	PubChem Compound
C16075	KEGG	5939523	PubChem Compound
C16097	KEGG	13561815	PubChem Compound
C16098	KEGG	5311312	PubChem Compound
C16108	KEGG	122176	PubChem Compound
C16138	KEGG	5460671	PubChem Compound
C16141	KEGG	9548705	PubChem Compound
C16142	KEGG	5317570	PubChem Compound
C16143	KEGG	16667385	PubChem Compound
C16144	KEGG	14019219	PubChem Compound
C16145	KEGG	6443791	PubChem Compound
C16146	KEGG	23724634	PubChem Compound
C16147	KEGG	24892780	PubChem Compound
C16148	KEGG	56928085	PubChem Compound
C16149	KEGG	9543077	PubChem Compound
C16150	KEGG	942	PubChem Compound
C16151	KEGG	9543125	PubChem Compound
C16152	KEGG	54693777	PubChem Compound
C16153	KEGG	17756769	PubChem Compound
C16154	KEGG	17756768	PubChem Compound
C16155	KEGG	17756767	PubChem Compound
C16156	KEGG	46173812	PubChem Compound
C16157	KEGG	44229076	PubChem Compound
C16159	KEGG	23336300	PubChem Compound
C16162	KEGG	25164091	PubChem Compound
C16163	KEGG	56928001	PubChem Compound
C16164	KEGG	56928013	PubChem Compound
C16165	KEGG	56927904	PubChem Compound
C16166	KEGG	56928012	PubChem Compound
C16167	KEGG	56928006	PubChem Compound
C16168	KEGG	56927909	PubChem Compound
C16169	KEGG	70678705	PubChem Compound
C16170	KEGG	56927910	PubChem Compound
C16171	KEGG	56928014	PubChem Compound
C16172	KEGG	56927911	PubChem Compound
C16173	KEGG	71448905	PubChem Compound
C16179	KEGG	71448906	PubChem Compound
C16180	KEGG	49859713	PubChem Compound
C16181	KEGG	9543415	PubChem Compound
C16182	KEGG	23724653	PubChem Compound
C16184	KEGG	9831415	PubChem Compound
C16185	KEGG	9831416	PubChem Compound
C16186	KEGG	54723872	PubChem Compound
C16187	KEGG	25202196	PubChem Compound
C16188	KEGG	15337591	PubChem Compound
C16189	KEGG	23724656	PubChem Compound
C16190	KEGG	9860663	PubChem Compound
C16191	KEGG	9913968	PubChem Compound
C16192	KEGG	15934091	PubChem Compound
C16193	KEGG	10676	PubChem Compound
C16194	KEGG	11390	PubChem Compound
C16195	KEGG	187808	PubChem Compound
C16196	KEGG	9543072	PubChem Compound
C16197	KEGG	23724657	PubChem Compound
C16198	KEGG	9543075	PubChem Compound
C16199	KEGG	7322	PubChem Compound
C16200	KEGG	66827	PubChem Compound
C16201	KEGG	6812	PubChem Compound
C16202	KEGG	8420	PubChem Compound
C16203	KEGG	182313	PubChem Compound
C16204	KEGG	155464	PubChem Compound
C16205	KEGG	12347903	PubChem Compound
C16206	KEGG	21082	PubChem Compound
C16207	KEGG	6780	PubChem Compound
C16208	KEGG	21514919	PubChem Compound
C16209	KEGG	14945680	PubChem Compound
C16210	KEGG	23724658	PubChem Compound
C16211	KEGG	9543378	PubChem Compound
C16212	KEGG	7104	PubChem Compound
C16213	KEGG	7091	PubChem Compound
C16214	KEGG	23724659	PubChem Compound
C16215	KEGG	89904	PubChem Compound
C16216	KEGG	22833664	PubChem Compound
C16217	KEGG	24906329	PubChem Compound
C16218	KEGG	24906330	PubChem Compound
C16222	KEGG	23724663	PubChem Compound
C16223	KEGG	23724664	PubChem Compound
C16224	KEGG	23724665	PubChem Compound
C16225	KEGG	182259	PubChem Compound
C16226	KEGG	23724666	PubChem Compound
C16227	KEGG	23724667	PubChem Compound
C16228	KEGG	23724668	PubChem Compound
C16229	KEGG	161298	PubChem Compound
C16230	KEGG	9543463	PubChem Compound
C16231	KEGG	23724669	PubChem Compound
C16232	KEGG	23724670	PubChem Compound
C16233	KEGG	23724671	PubChem Compound
C16234	KEGG	11087	PubChem Compound
C16235	KEGG	349497	PubChem Compound
C16238	KEGG	23724672	PubChem Compound
C16241	KEGG	6112	PubChem Compound
C16242	KEGG	23724673	PubChem Compound
C16243	KEGG	23724675	PubChem Compound
C16244	KEGG	71448907	PubChem Compound
C16245	KEGG	65041	PubChem Compound
C16246	KEGG	3014162	PubChem Compound
C16247	KEGG	11847	PubChem Compound
C16248	KEGG	76852	PubChem Compound
C16249	KEGG	9543241	PubChem Compound
C16250	KEGG	5463137	PubChem Compound
C16251	KEGG	23724679	PubChem Compound
C16252	KEGG	23724681	PubChem Compound
C16253	KEGG	46173813	PubChem Compound
C16256	KEGG	6444037	PubChem Compound
C16257	KEGG	11966221	PubChem Compound
C16258	KEGG	5284054	PubChem Compound
C16259	KEGG	5200193	PubChem Compound
C16260	KEGG	165531	PubChem Compound
C16261	KEGG	15703425	PubChem Compound
C16262	KEGG	164480	PubChem Compound
C16263	KEGG	9543324	PubChem Compound
C16264	KEGG	23724683	PubChem Compound
C16265	KEGG	11536759	PubChem Compound
C16266	KEGG	23724684	PubChem Compound
C16267	KEGG	15655	PubChem Compound
C16268	KEGG	9543331	PubChem Compound
C16269	KEGG	23724686	PubChem Compound
C16270	KEGG	20055178	PubChem Compound
C16271	KEGG	23724687	PubChem Compound
C16272	KEGG	376	PubChem Compound
C16273	KEGG	9543236	PubChem Compound
C16274	KEGG	23724689	PubChem Compound
C16275	KEGG	23724690	PubChem Compound
C16276	KEGG	446439	PubChem Compound
C16277	KEGG	23724691	PubChem Compound
C16278	KEGG	23724692	PubChem Compound
C16279	KEGG	23724693	PubChem Compound
C16280	KEGG	12313697	PubChem Compound
C16281	KEGG	683563	PubChem Compound
C16282	KEGG	16061255	PubChem Compound
C16283	KEGG	99495	PubChem Compound
C16284	KEGG	16061239	PubChem Compound
C16285	KEGG	11949596	PubChem Compound
C16286	KEGG	29746	PubChem Compound
C16287	KEGG	23724695	PubChem Compound
C16288	KEGG	23724696	PubChem Compound
C16289	KEGG	23724697	PubChem Compound
C16290	KEGG	23724698	PubChem Compound
C16291	KEGG	16061228	PubChem Compound
C16292	KEGG	23724699	PubChem Compound
C16293	KEGG	23724700	PubChem Compound
C16294	KEGG	23724701	PubChem Compound
C16295	KEGG	9897848	PubChem Compound
C16296	KEGG	23724702	PubChem Compound
C16297	KEGG	11227154	PubChem Compound
C16298	KEGG	15126294	PubChem Compound
C16299	KEGG	11972402	PubChem Compound
C16300	KEGG	5312508	PubChem Compound
C16301	KEGG	14311158	PubChem Compound
C16302	KEGG	16173494	PubChem Compound
C16303	KEGG	10843319	PubChem Compound
C16304	KEGG	23724703	PubChem Compound
C16305	KEGG	23724704	PubChem Compound
C16306	KEGG	11169452	PubChem Compound
C16307	KEGG	23724705	PubChem Compound
C16308	KEGG	5283028	PubChem Compound
C16309	KEGG	5312889	PubChem Compound
C16310	KEGG	643941	PubChem Compound
C16311	KEGG	9548789	PubChem Compound
C16312	KEGG	10100906	PubChem Compound
C16313	KEGG	23724706	PubChem Compound
C16314	KEGG	23724707	PubChem Compound
C16315	KEGG	5492231	PubChem Compound
C16316	KEGG	16061072	PubChem Compound
C16317	KEGG	7251183	PubChem Compound
C16318	KEGG	6427970	PubChem Compound
C16319	KEGG	23724709	PubChem Compound
C16320	KEGG	6441679	PubChem Compound
C16321	KEGG	6450029	PubChem Compound
C16322	KEGG	75704	PubChem Compound
C16323	KEGG	5352808	PubChem Compound
C16324	KEGG	23724711	PubChem Compound
C16325	KEGG	23724712	PubChem Compound
C16326	KEGG	6439873	PubChem Compound
C16327	KEGG	71448908	PubChem Compound
C16328	KEGG	71448909	PubChem Compound
C16329	KEGG	71448910	PubChem Compound
C16330	KEGG	71448911	PubChem Compound
C16331	KEGG	71448912	PubChem Compound
C16332	KEGG	71448913	PubChem Compound
C16333	KEGG	71448914	PubChem Compound
C16334	KEGG	71448915	PubChem Compound
C16335	KEGG	71448916	PubChem Compound
C16336	KEGG	71448917	PubChem Compound
C16337	KEGG	71448918	PubChem Compound
C16338	KEGG	71448919	PubChem Compound
C16339	KEGG	71448920	PubChem Compound
C16340	KEGG	10098571	PubChem Compound
C16341	KEGG	23724727	PubChem Compound
C16342	KEGG	16061058	PubChem Compound
C16343	KEGG	6430107	PubChem Compound
C16344	KEGG	16061034	PubChem Compound
C16345	KEGG	23724728	PubChem Compound
C16346	KEGG	10708957	PubChem Compound
C16347	KEGG	16061289	PubChem Compound
C16348	KEGG	9543055	PubChem Compound
C16349	KEGG	23724729	PubChem Compound
C16350	KEGG	23724730	PubChem Compound
C16351	KEGG	23724731	PubChem Compound
C16352	KEGG	23724732	PubChem Compound
C16353	KEGG	68374	PubChem Compound
C16354	KEGG	6444318	PubChem Compound
C16355	KEGG	69160	PubChem Compound
C16356	KEGG	91611	PubChem Compound
C16357	KEGG	70639	PubChem Compound
C16358	KEGG	80220	PubChem Compound
C16359	KEGG	69726	PubChem Compound
C16360	KEGG	83126	PubChem Compound
C16361	KEGG	79437	PubChem Compound
C16362	KEGG	181740	PubChem Compound
C16363	KEGG	11719	PubChem Compound
C16364	KEGG	7293	PubChem Compound
C16365	KEGG	108214	PubChem Compound
C16366	KEGG	88299	PubChem Compound
C16367	KEGG	11157896	PubChem Compound
C16368	KEGG	23724733	PubChem Compound
C16369	KEGG	23724734	PubChem Compound
C16370	KEGG	15922818	PubChem Compound
C16371	KEGG	23724735	PubChem Compound
C16372	KEGG	23724736	PubChem Compound
C16373	KEGG	23724737	PubChem Compound
C16374	KEGG	70678741	PubChem Compound
C16375	KEGG	70678621	PubChem Compound
C16376	KEGG	70678653	PubChem Compound
C16386	Not found	157672	PubChem Compound
C16387	KEGG	71448921	PubChem Compound
C16388	KEGG	71448922	PubChem Compound
C16389	KEGG	71448923	PubChem Compound
C16390	KEGG	10261389	PubChem Compound
C16391	KEGG	8376	PubChem Compound
C16392	KEGG	5375469	PubChem Compound
C16393	KEGG	5484169	PubChem Compound
C16394	KEGG	29574	PubChem Compound
C16395	KEGG	37182	PubChem Compound
C16396	KEGG	96177	PubChem Compound
C16397	KEGG	91671	PubChem Compound
C16398	KEGG	7444	PubChem Compound
C16399	KEGG	9543226	PubChem Compound
C16400	KEGG	66605	PubChem Compound
C16401	KEGG	66606	PubChem Compound
C16402	KEGG	9543058	PubChem Compound
C16403	KEGG	9543061	PubChem Compound
C16404	KEGG	6474295	PubChem Compound
C16405	KEGG	21117850	PubChem Compound
C16406	KEGG	5318659	PubChem Compound
C16407	KEGG	23724744	PubChem Compound
C16408	KEGG	23724745	PubChem Compound
C16409	KEGG	5321164	PubChem Compound
C16410	KEGG	23724746	PubChem Compound
